ano,mes,sigla_uf,numero_consumidores_outros,consumo_outros,numero_consumidores_residencial,consumo_residencial,numero_consumidores_comercial,consumo_comercial,numero_consumidores_industrial,consumo_industrial,total_consumidores,total_consumo,data,tendencia_residencial,tendencia_comercial,tendencia_industrial
2007,5,CE,254744.0,119204,2041205.0,192733,142423.0,107520,6389.0,165550,2444761.0,585007,2007-05-01,285336.6893306976,190239.90372908022,518945.0163621677
2007,5,DF,13879.0,92190,661989.0,137026,78571.0,107085,1550.0,43616,755989.0,379917,2007-05-01,285336.6893306976,190239.90372908022,518945.0163621677
2007,5,ES,152180.0,95269,888698.0,130519,97622.0,103734,11541.0,386462,1150041.0,715984,2007-05-01,285336.6893306976,190239.90372908022,518945.0163621677
2007,5,GO,165601.0,186231,1697653.0,217752,160812.0,111499,12582.0,262003,2036648.0,777485,2007-05-01,285336.6893306976,190239.90372908022,518945.0163621677
2007,5,MA,65958.0,64365,1214026.0,113403,100779.0,52638,9423.0,674040,1390186.0,904446,2007-05-01,285336.6893306976,190239.90372908022,518945.0163621677
2007,5,MG,659084.0,445355,5458970.0,625063,592568.0,374194,76032.0,2730938,6786654.0,4175550,2007-05-01,285336.6893306976,190239.90372908022,518945.0163621677
2007,5,MS,79711.0,75706,596651.0,82583,58508.0,55325,4402.0,79929,739272.0,293543,2007-05-01,285336.6893306976,190239.90372908022,518945.0163621677
2007,5,MT,90725.0,83947,676231.0,115905,70820.0,81606,12568.0,117976,850344.0,399434,2007-05-01,285336.6893306976,190239.90372908022,518945.0163621677
2007,5,PA,76625.0,86861,1232087.0,151091,119595.0,90581,3910.0,874376,1432217.0,1202909,2007-05-01,285336.6893306976,190239.90372908022,518945.0163621677
2007,5,PB,93719.0,59435,919350.0,82696,75663.0,42700,4764.0,102316,1093496.0,287147,2007-05-01,285336.6893306976,190239.90372908022,518945.0163621677
2007,5,PE,181862.0,158489,2281214.0,255538,172301.0,148956,11546.0,226331,2646923.0,789314,2007-05-01,285336.6893306976,190239.90372908022,518945.0163621677
2007,5,PI,49490.0,35366,680751.0,56152,61290.0,26652,187.0,20290,791718.0,138460,2007-05-01,285336.6893306976,190239.90372908022,518945.0163621677
2007,5,PR,381859.0,291196,2753806.0,429189,289552.0,305189,59579.0,810835,3484796.0,1836409,2007-05-01,285336.6893306976,190239.90372908022,518945.0163621677
2007,5,RJ,80495.0,457262,5588447.0,890524,419051.0,639737,19066.0,795576,6107059.0,2783099,2007-05-01,285336.6893306976,190239.90372908022,518945.0163621677
2007,5,RN,62315.0,64976,806093.0,94803,63142.0,56903,4669.0,104099,936219.0,320781,2007-05-01,285336.6893306976,190239.90372908022,518945.0163621677
2007,5,RO,78237.0,34106,298788.0,47897,30108.0,31634,2240.0,20833,409373.0,134470,2007-05-01,285336.6893306976,190239.90372908022,518945.0163621677
2007,5,RR,7507.0,10105,75288.0,16377,8139.0,7474,427.0,1255,91361.0,35211,2007-05-01,285336.6893306976,190239.90372908022,518945.0163621677
2007,5,RS,346615.0,354431,2985263.0,489744,292442.0,307129,55020.0,828032,3679340.0,1979336,2007-05-01,285336.6893306976,190239.90372908022,518945.0163621677
2007,5,SC,240331.0,229535,1656838.0,324501,170396.0,210050,61863.0,640010,2129428.0,1404096,2007-05-01,285336.6893306976,190239.90372908022,518945.0163621677
2007,5,SE,23311.0,38081,528306.0,48267,35054.0,29217,3370.0,98541,590041.0,214106,2007-05-01,285336.6893306976,190239.90372908022,518945.0163621677
2007,5,SP,352207.0,1071422,12709529.0,2458210,988570.0,1647064,122472.0,4439199,14172778.0,9615895,2007-05-01,285336.6893306976,190239.90372908022,518945.0163621677
2007,5,TO,43772.0,26081,279537.0,31456,28669.0,18711,2299.0,11276,354277.0,87524,2007-05-01,285336.6893306976,190239.90372908022,518945.0163621677
2007,6,AC,23335.0,13420,120850.0,17468,13385.0,8845,717.0,2126,158287.0,41859,2007-06-01,286467.66885940486,190861.65090659593,519144.0953529362
2007,6,AL,18247.0,45801,684949.0,61642,46136.0,36789,2676.0,169606,752008.0,313838,2007-06-01,286467.66885940486,190861.65090659593,519144.0953529362
2007,6,AM,18953.0,63190,542736.0,87016,53294.0,63666,3267.0,137039,618250.0,350911,2007-06-01,286467.66885940486,190861.65090659593,519144.0953529362
2007,6,AP,2682.0,14070,118415.0,23936,11711.0,10952,554.0,4470,133362.0,53428,2007-06-01,286467.66885940486,190861.65090659593,519144.0953529362
2007,6,BA,247818.0,248747,3493065.0,320403,274435.0,186495,19257.0,826404,4034575.0,1582049,2007-06-01,286467.66885940486,190861.65090659593,519144.0953529362
2007,6,CE,256705.0,124360,2050087.0,191569,143017.0,112591,6367.0,165383,2456176.0,593903,2007-06-01,286467.66885940486,190861.65090659593,519144.0953529362
2007,6,DF,13659.0,90976,663796.0,141707,78421.0,108560,1527.0,43308,757403.0,384551,2007-06-01,286467.66885940486,190861.65090659593,519144.0953529362
2007,6,ES,152212.0,96244,890297.0,123799,97749.0,95068,11543.0,362076,1151801.0,677187,2007-06-01,286467.66885940486,190861.65090659593,519144.0953529362
2007,6,GO,165767.0,185528,1700644.0,220538,161750.0,107700,12537.0,236871,2040698.0,750637,2007-06-01,286467.66885940486,190861.65090659593,519144.0953529362
2007,6,MA,66594.0,64820,1220355.0,109694,101642.0,52128,9479.0,648348,1398070.0,874990,2007-06-01,286467.66885940486,190861.65090659593,519144.0953529362
2007,6,MG,666927.0,463135,5473416.0,607798,593805.0,349180,76325.0,2714738,6810473.0,4134851,2007-06-01,286467.66885940486,190861.65090659593,519144.0953529362
2007,6,MS,79465.0,68509,595913.0,72249,58305.0,46731,4377.0,79404,738060.0,266893,2007-06-01,286467.66885940486,190861.65090659593,519144.0953529362
2007,6,MT,91971.0,86427,679011.0,102342,71216.0,73861,12725.0,118054,854923.0,380684,2007-06-01,286467.66885940486,190861.65090659593,519144.0953529362
2007,6,PA,79666.0,90843,1234040.0,158765,120686.0,95474,3939.0,851548,1438331.0,1196630,2007-06-01,286467.66885940486,190861.65090659593,519144.0953529362
2007,6,PB,94479.0,52674,922227.0,78888,76424.0,38408,4756.0,103908,1097886.0,273878,2007-06-01,286467.66885940486,190861.65090659593,519144.0953529362
2007,6,PE,182529.0,163634,2288201.0,243928,172688.0,140282,11634.0,211617,2655052.0,759461,2007-06-01,286467.66885940486,190861.65090659593,519144.0953529362
2007,6,PI,49841.0,37241,681842.0,57042,63744.0,29293,193.0,19275,795620.0,142851,2007-06-01,286467.66885940486,190861.65090659593,519144.0953529362
2007,6,PR,382290.0,281417,2757929.0,424956,289930.0,294247,59555.0,816564,3489704.0,1817184,2007-06-01,286467.66885940486,190861.65090659593,519144.0953529362
2007,6,RJ,81442.0,437764,5597025.0,777575,418685.0,577943,18905.0,755680,6116057.0,2548962,2007-06-01,286467.66885940486,190861.65090659593,519144.0953529362
2007,6,RN,62612.0,67319,808870.0,93340,63388.0,55117,4695.0,104126,939565.0,319902,2007-06-01,286467.66885940486,190861.65090659593,519144.0953529362
2007,6,RO,78361.0,33772,299902.0,45868,30143.0,30746,2245.0,21530,410651.0,131916,2007-06-01,286467.66885940486,190861.65090659593,519144.0953529362
2007,6,RR,7804.0,10535,75650.0,15291,8137.0,7022,423.0,1190,92014.0,34038,2007-06-01,286467.66885940486,190861.65090659593,519144.0953529362
2007,6,RS,347422.0,327558,2988567.0,488280,292670.0,283037,55084.0,818383,3683743.0,1917258,2007-06-01,286467.66885940486,190861.65090659593,519144.0953529362
2007,6,SC,240789.0,212325,1659557.0,279773,170498.0,174883,62165.0,713184,2133009.0,1380165,2007-06-01,286467.66885940486,190861.65090659593,519144.0953529362
2007,6,SE,23608.0,37894,530312.0,49199,35383.0,29526,3388.0,102090,592691.0,218709,2007-06-01,286467.66885940486,190861.65090659593,519144.0953529362
2007,6,SP,352203.0,1047271,12761497.0,2378151,987106.0,1559608,122637.0,4544459,14223443.0,9529489,2007-06-01,286467.66885940486,190861.65090659593,519144.0953529362
2007,6,TO,44048.0,27673,281792.0,32944,28905.0,18988,2300.0,10931,357045.0,90536,2007-06-01,286467.66885940486,190861.65090659593,519144.0953529362
2007,7,AC,23659.0,13779,121408.0,19020,13555.0,9536,736.0,2485,159358.0,44820,2007-07-01,287562.1651775087,191463.34172354656,519336.7524407767
2007,7,AL,18186.0,43101,688251.0,60142,46526.0,33926,2684.0,165864,755647.0,303033,2007-07-01,287562.1651775087,191463.34172354656,519336.7524407767
2007,7,AM,19269.0,61847,546266.0,87017,54046.0,60547,3297.0,127840,622878.0,337251,2007-07-01,287562.1651775087,191463.34172354656,519336.7524407767
2007,7,AP,2691.0,13118,118647.0,23688,11781.0,11430,552.0,4231,133671.0,52467,2007-07-01,287562.1651775087,191463.34172354656,519336.7524407767
2007,7,BA,248834.0,249178,3510777.0,322837,275315.0,181691,19324.0,881770,4054250.0,1635476,2007-07-01,287562.1651775087,191463.34172354656,519336.7524407767
2007,7,CE,260040.0,127653,2051449.0,182160,143565.0,106508,6382.0,174576,2461436.0,590897,2007-07-01,287562.1651775087,191463.34172354656,519336.7524407767
2007,7,DF,13848.0,91151,666578.0,144054,78608.0,100910,1536.0,44501,760570.0,380616,2007-07-01,287562.1651775087,191463.34172354656,519336.7524407767
2007,7,ES,152634.0,99895,891766.0,116009,97708.0,95435,11541.0,359271,1153649.0,670610,2007-07-01,287562.1651775087,191463.34172354656,519336.7524407767
2007,7,GO,167209.0,191518,1706379.0,209460,162662.0,108874,12518.0,239574,2048768.0,749426,2007-07-01,287562.1651775087,191463.34172354656,519336.7524407767
2007,7,MA,65833.0,64251,1228013.0,110901,101204.0,51502,9385.0,674719,1404435.0,901373,2007-07-01,287562.1651775087,191463.34172354656,519336.7524407767
2007,7,MG,673569.0,455576,5484585.0,578010,594407.0,329064,76625.0,2686772,6829186.0,4049422,2007-07-01,287562.1651775087,191463.34172354656,519336.7524407767
2007,7,MS,79681.0,70527,598828.0,74654,58551.0,48905,4380.0,79573,741440.0,273659,2007-07-01,287562.1651775087,191463.34172354656,519336.7524407767
2007,7,MT,93364.0,98492,682025.0,105479,71736.0,77139,12884.0,124370,860009.0,405480,2007-07-01,287562.1651775087,191463.34172354656,519336.7524407767
2007,7,PA,82819.0,90295,1240131.0,151926,121473.0,91705,3967.0,887014,1448390.0,1220940,2007-07-01,287562.1651775087,191463.34172354656,519336.7524407767
2007,7,PB,94876.0,54384,925173.0,74777,76169.0,37154,4762.0,106502,1100980.0,272817,2007-07-01,287562.1651775087,191463.34172354656,519336.7524407767
2007,7,PE,183149.0,155324,2294409.0,234609,173243.0,136406,11665.0,218828,2662466.0,745167,2007-07-01,287562.1651775087,191463.34172354656,519336.7524407767
2007,7,PI,50187.0,37781,685999.0,57084,64752.0,28507,192.0,18510,801130.0,141882,2007-07-01,287562.1651775087,191463.34172354656,519336.7524407767
2007,7,PR,381775.0,274788,2739401.0,410023,288037.0,286926,58881.0,829463,3468094.0,1801200,2007-07-01,287562.1651775087,191463.34172354656,519336.7524407767
2007,7,RJ,82328.0,440314,5582924.0,751296,418996.0,575080,18921.0,751771,6103169.0,2518461,2007-07-01,287562.1651775087,191463.34172354656,519336.7524407767
2007,7,RN,63041.0,65517,811618.0,88518,63675.0,53875,4699.0,108200,943033.0,316110,2007-07-01,287562.1651775087,191463.34172354656,519336.7524407767
2007,7,RO,78558.0,34504,299935.0,47403,30199.0,31756,2235.0,23785,410927.0,137448,2007-07-01,287562.1651775087,191463.34172354656,519336.7524407767
2007,7,RR,7847.0,9117,75963.0,14677,8154.0,6782,425.0,1211,92389.0,31787,2007-07-01,287562.1651775087,191463.34172354656,519336.7524407767
2007,7,RS,347857.0,314336,2993191.0,487276,293108.0,276189,55407.0,811447,3689563.0,1889248,2007-07-01,287562.1651775087,191463.34172354656,519336.7524407767
2007,7,SC,241560.0,217711,1665723.0,275358,171112.0,179551,62778.0,693830,2141173.0,1366450,2007-07-01,287562.1651775087,191463.34172354656,519336.7524407767
2007,7,SE,23749.0,36418,532115.0,46334,36034.0,26718,3400.0,115661,595298.0,225131,2007-07-01,287562.1651775087,191463.34172354656,519336.7524407767
2007,7,SP,352890.0,1033990,12791229.0,2368283,986753.0,1522661,122753.0,4426115,14253625.0,9351049,2007-07-01,287562.1651775087,191463.34172354656,519336.7524407767
2007,7,TO,44907.0,28366,284203.0,30282,29169.0,18111,2317.0,11320,360596.0,88079,2007-07-01,287562.1651775087,191463.34172354656,519336.7524407767
2007,8,AC,23964.0,13447,121897.0,18286,13557.0,9441,726.0,2928,160144.0,44102,2007-08-01,288693.144706216,192085.08890106226,519535.8314315452
2007,8,AL,18156.0,45559,692660.0,58435,46564.0,34335,2680.0,171180,760060.0,309509,2007-08-01,288693.144706216,192085.08890106226,519535.8314315452
2007,8,AM,19511.0,62358,547771.0,93570,53937.0,62334,3283.0,137937,624502.0,356199,2007-08-01,288693.144706216,192085.08890106226,519535.8314315452
2007,8,AP,2742.0,12966,119581.0,23401,11812.0,10238,556.0,4353,134691.0,50958,2007-08-01,288693.144706216,192085.08890106226,519535.8314315452
2007,8,BA,249857.0,245853,3536015.0,314851,276445.0,184067,19405.0,889652,4081722.0,1634423,2007-08-01,288693.144706216,192085.08890106226,519535.8314315452
2007,8,CE,264381.0,137809,2053728.0,190104,144385.0,110926,6222.0,178958,2468716.0,617797,2007-08-01,288693.144706216,192085.08890106226,519535.8314315452
2007,8,DF,13698.0,100203,668789.0,136567,78718.0,102956,1513.0,44823,762718.0,384549,2007-08-01,288693.144706216,192085.08890106226,519535.8314315452
2007,8,ES,153028.0,109181,895791.0,122690,97916.0,94554,11555.0,371020,1158290.0,697445,2007-08-01,288693.144706216,192085.08890106226,519535.8314315452
2007,8,GO,167757.0,191644,1712004.0,221640,163477.0,111551,12477.0,258432,2055715.0,783267,2007-08-01,288693.144706216,192085.08890106226,519535.8314315452
2007,8,MA,66039.0,68252,1231887.0,117058,101753.0,57858,9303.0,685862,1408982.0,929030,2007-08-01,288693.144706216,192085.08890106226,519535.8314315452
2007,8,MG,678277.0,464263,5498690.0,613211,595619.0,348505,77031.0,2745563,6849617.0,4171542,2007-08-01,288693.144706216,192085.08890106226,519535.8314315452
2007,8,MS,79861.0,69050,599784.0,73707,58539.0,49105,4387.0,81632,742571.0,273494,2007-08-01,288693.144706216,192085.08890106226,519535.8314315452
2007,8,MT,94140.0,100776,683282.0,105857,71663.0,73906,13039.0,130247,862124.0,410786,2007-08-01,288693.144706216,192085.08890106226,519535.8314315452
2007,8,PA,85485.0,87137,1249238.0,161267,121969.0,95613,4012.0,892295,1460704.0,1236312,2007-08-01,288693.144706216,192085.08890106226,519535.8314315452
2007,8,PB,95055.0,56731,928160.0,75203,76169.0,38010,4787.0,107616,1104171.0,277560,2007-08-01,288693.144706216,192085.08890106226,519535.8314315452
2007,8,PE,183582.0,155645,2302938.0,237074,174237.0,137024,11772.0,215115,2672529.0,744858,2007-08-01,288693.144706216,192085.08890106226,519535.8314315452
2007,8,PI,50511.0,38990,687567.0,57755,63745.0,28711,202.0,19420,802025.0,144876,2007-08-01,288693.144706216,192085.08890106226,519535.8314315452
2007,8,PR,383049.0,278255,2768992.0,434718,291162.0,301954,59086.0,851689,3502289.0,1866616,2007-08-01,288693.144706216,192085.08890106226,519535.8314315452
2007,8,RJ,82263.0,449059,5602241.0,775156,417864.0,575956,18714.0,803868,6121082.0,2604039,2007-08-01,288693.144706216,192085.08890106226,519535.8314315452
2007,8,RN,63486.0,71176,814318.0,88988,63895.0,54288,4720.0,109346,946419.0,323798,2007-08-01,288693.144706216,192085.08890106226,519535.8314315452
2007,8,RO,78494.0,33845,300569.0,47988,30059.0,30576,2236.0,22865,411358.0,135274,2007-08-01,288693.144706216,192085.08890106226,519535.8314315452
2007,8,RR,7927.0,10018,76093.0,15746,8035.0,7541,412.0,1250,92467.0,34555,2007-08-01,288693.144706216,192085.08890106226,519535.8314315452
2007,8,RS,348927.0,321700,2999759.0,503667,294043.0,282473,55583.0,826987,3698312.0,1934827,2007-08-01,288693.144706216,192085.08890106226,519535.8314315452
2007,8,SC,242527.0,219322,1674184.0,310725,172171.0,177137,63411.0,686018,2152293.0,1393202,2007-08-01,288693.144706216,192085.08890106226,519535.8314315452
2007,8,SE,23947.0,37231,533734.0,46116,36312.0,27290,3395.0,120464,597388.0,231101,2007-08-01,288693.144706216,192085.08890106226,519535.8314315452
2007,8,SP,354317.0,1046043,12835415.0,2468106,986357.0,1494738,122532.0,4488819,14298621.0,9497706,2007-08-01,288693.144706216,192085.08890106226,519535.8314315452
2007,8,TO,45464.0,29876,285839.0,32630,29501.0,19138,2313.0,11664,363117.0,93308,2007-08-01,288693.144706216,192085.08890106226,519535.8314315452
2007,9,AC,23878.0,14336,122453.0,20574,13546.0,9846,741.0,2542,160618.0,47298,2007-09-01,289824.1242349233,192706.83607857797,519734.91042231367
2007,9,AL,18190.0,44894,697407.0,61860,46933.0,34641,2701.0,145796,765231.0,287191,2007-09-01,289824.1242349233,192706.83607857797,519734.91042231367
2007,9,AM,19922.0,63413,549631.0,91972,54785.0,65619,3274.0,140333,627612.0,361337,2007-09-01,289824.1242349233,192706.83607857797,519734.91042231367
2007,9,AP,2710.0,15173,119463.0,25254,11835.0,12092,558.0,4666,134566.0,57185,2007-09-01,289824.1242349233,192706.83607857797,519734.91042231367
2007,9,BA,249710.0,254884,3559585.0,298310,277203.0,176446,19468.0,907844,4105966.0,1637484,2007-09-01,289824.1242349233,192706.83607857797,519734.91042231367
2007,9,CE,299797.0,146469,2027264.0,189152,144995.0,107934,6048.0,169688,2478104.0,613243,2007-09-01,289824.1242349233,192706.83607857797,519734.91042231367
2007,9,DF,13295.0,95730,666285.0,148369,77976.0,107222,1489.0,45708,759045.0,397029,2007-09-01,289824.1242349233,192706.83607857797,519734.91042231367
2007,9,ES,153349.0,95932,897682.0,121178,98074.0,95250,11591.0,365444,1160696.0,677804,2007-09-01,289824.1242349233,192706.83607857797,519734.91042231367
2007,9,GO,168416.0,199646,1716617.0,230083,164828.0,115259,12471.0,217035,2062332.0,762023,2007-09-01,289824.1242349233,192706.83607857797,519734.91042231367
2007,9,MA,66410.0,64649,1235033.0,116079,101891.0,51825,9319.0,658656,1412653.0,891209,2007-09-01,289824.1242349233,192706.83607857797,519734.91042231367
2007,9,MG,680802.0,492998,5512755.0,617936,596853.0,356356,77417.0,2786325,6867827.0,4253615,2007-09-01,289824.1242349233,192706.83607857797,519734.91042231367
2007,9,MS,79893.0,72372,602175.0,82249,58719.0,55571,4366.0,81998,745153.0,292190,2007-09-01,289824.1242349233,192706.83607857797,519734.91042231367
2007,9,MT,95418.0,102869,685752.0,118721,71931.0,79517,13202.0,127405,866303.0,428512,2007-09-01,289824.1242349233,192706.83607857797,519734.91042231367
2007,9,PA,89788.0,92985,1256272.0,166001,122284.0,98375,4015.0,862467,1472359.0,1219828,2007-09-01,289824.1242349233,192706.83607857797,519734.91042231367
2007,9,PB,95306.0,57308,931819.0,74758,76553.0,37082,4806.0,104484,1108484.0,273632,2007-09-01,289824.1242349233,192706.83607857797,519734.91042231367
2007,9,PE,184507.0,158451,2307280.0,227565,174709.0,133877,11850.0,213430,2678346.0,733323,2007-09-01,289824.1242349233,192706.83607857797,519734.91042231367
2007,9,PI,51045.0,42013,692202.0,61593,64399.0,30763,204.0,20468,807850.0,154837,2007-09-01,289824.1242349233,192706.83607857797,519734.91042231367
2007,9,PR,382942.0,289564,2769528.0,443904,291509.0,315130,59338.0,832517,3503317.0,1881115,2007-09-01,289824.1242349233,192706.83607857797,519734.91042231367
2007,9,RJ,82443.0,456581,5606148.0,834741,417015.0,621840,18581.0,793412,6124187.0,2706574,2007-09-01,289824.1242349233,192706.83607857797,519734.91042231367
2007,9,RN,64066.0,77033,816235.0,89151,64166.0,55759,4733.0,107463,949200.0,329406,2007-09-01,289824.1242349233,192706.83607857797,519734.91042231367
2007,9,RO,78580.0,36891,299879.0,52780,30306.0,33884,2261.0,25041,411026.0,148596,2007-09-01,289824.1242349233,192706.83607857797,519734.91042231367
2007,9,RR,7955.0,10417,76684.0,16519,8092.0,7467,412.0,1164,93143.0,35567,2007-09-01,289824.1242349233,192706.83607857797,519734.91042231367
2007,9,RS,349325.0,318992,3004596.0,483908,294364.0,284909,55684.0,795475,3703969.0,1883284,2007-09-01,289824.1242349233,192706.83607857797,519734.91042231367
2007,9,SC,242842.0,226708,1678524.0,310464,172581.0,188014,63908.0,668256,2157855.0,1393442,2007-09-01,289824.1242349233,192706.83607857797,519734.91042231367
2007,9,SE,24078.0,37632,535612.0,46290,36476.0,27146,3405.0,116631,599571.0,227699,2007-09-01,289824.1242349233,192706.83607857797,519734.91042231367
2007,9,SP,355994.0,1136142,12864465.0,2484697,985724.0,1665504,122491.0,4661174,14328674.0,9947517,2007-09-01,289824.1242349233,192706.83607857797,519734.91042231367
2007,9,TO,45937.0,28881,287472.0,35204,29441.0,19855,2330.0,10856,365180.0,94796,2007-09-01,289824.1242349233,192706.83607857797,519734.91042231367
2007,10,AC,24668.0,14749,122775.0,20935,13738.0,10516,745.0,2965,161926.0,49165,2007-10-01,290918.62055302714,193308.5268955286,519927.5675101541
2007,10,AL,18141.0,51210,699490.0,60095,46998.0,35671,2673.0,165823,767302.0,312799,2007-10-01,290918.62055302714,193308.5268955286,519927.5675101541
2007,10,AM,20415.0,65439,551121.0,93700,54581.0,64729,3296.0,143303,629413.0,367171,2007-10-01,290918.62055302714,193308.5268955286,519927.5675101541
2007,10,AP,2721.0,13393,119855.0,26645,11966.0,11488,550.0,4039,135092.0,55565,2007-10-01,290918.62055302714,193308.5268955286,519927.5675101541
2007,10,BA,250923.0,283045,3590442.0,324225,279331.0,192086,19553.0,923649,4140249.0,1723005,2007-10-01,290918.62055302714,193308.5268955286,519927.5675101541
2007,10,CE,295891.0,153276,2043617.0,196891,145454.0,114520,6054.0,182455,2491016.0,647142,2007-10-01,290918.62055302714,193308.5268955286,519927.5675101541
2007,10,DF,13272.0,104512,668307.0,148363,78062.0,112019,1485.0,43111,761126.0,408005,2007-10-01,290918.62055302714,193308.5268955286,519927.5675101541
2007,10,ES,153900.0,97457,900636.0,121809,98208.0,99490,11576.0,385371,1164320.0,704127,2007-10-01,290918.62055302714,193308.5268955286,519927.5675101541
2007,10,GO,168907.0,208581,1721351.0,235746,166013.0,128041,12446.0,226498,2068717.0,798866,2007-10-01,290918.62055302714,193308.5268955286,519927.5675101541
2007,10,MA,65538.0,75209,1243253.0,118174,102684.0,56876,9332.0,681499,1420807.0,931758,2007-10-01,290918.62055302714,193308.5268955286,519927.5675101541
2007,10,MG,682393.0,520429,5524125.0,617484,598019.0,370086,78448.0,2713230,6882985.0,4221229,2007-10-01,290918.62055302714,193308.5268955286,519927.5675101541
2007,10,MS,79986.0,81931,605501.0,90059,59030.0,58495,4357.0,77310,748874.0,307795,2007-10-01,290918.62055302714,193308.5268955286,519927.5675101541
2007,10,MT,96233.0,103295,688620.0,129978,72213.0,85887,13415.0,125346,870481.0,444506,2007-10-01,290918.62055302714,193308.5268955286,519927.5675101541
2007,10,PA,92190.0,93470,1262763.0,165917,123797.0,98611,4051.0,901730,1482801.0,1259728,2007-10-01,290918.62055302714,193308.5268955286,519927.5675101541
2007,10,PB,95698.0,64137,935526.0,80469,76801.0,41417,4821.0,111394,1112846.0,297417,2007-10-01,290918.62055302714,193308.5268955286,519927.5675101541
2007,10,PE,185948.0,169862,2317818.0,244570,175574.0,147188,11970.0,233032,2691310.0,794652,2007-10-01,290918.62055302714,193308.5268955286,519927.5675101541
2007,10,PI,51151.0,42512,694451.0,63256,64241.0,31145,203.0,18282,810046.0,155195,2007-10-01,290918.62055302714,193308.5268955286,519927.5675101541
2007,10,PR,383661.0,296218,2784793.0,448992,292517.0,318532,59774.0,869369,3520745.0,1933111,2007-10-01,290918.62055302714,193308.5268955286,519927.5675101541
2007,10,RJ,82993.0,457384,5638843.0,842099,419754.0,620011,18722.0,777851,6160312.0,2697345,2007-10-01,290918.62055302714,193308.5268955286,519927.5675101541
2007,10,RN,64656.0,84834,820251.0,91781,64506.0,57489,4752.0,104709,954165.0,338813,2007-10-01,290918.62055302714,193308.5268955286,519927.5675101541
2007,10,RO,79551.0,36157,300762.0,50861,30462.0,33185,2262.0,24569,413037.0,144772,2007-10-01,290918.62055302714,193308.5268955286,519927.5675101541
2007,10,RR,8013.0,10424,76962.0,16668,8129.0,7733,416.0,1178,93520.0,36003,2007-10-01,290918.62055302714,193308.5268955286,519927.5675101541
2007,10,RS,350267.0,331863,3012076.0,477505,295464.0,291635,55930.0,812327,3713737.0,1913330,2007-10-01,290918.62055302714,193308.5268955286,519927.5675101541
2007,10,SC,243559.0,218549,1683583.0,290435,173127.0,188040,64414.0,696929,2164683.0,1393953,2007-10-01,290918.62055302714,193308.5268955286,519927.5675101541
2007,10,SE,24202.0,39900,538417.0,47530,36664.0,28353,3405.0,124430,602688.0,240213,2007-10-01,290918.62055302714,193308.5268955286,519927.5675101541
2007,10,SP,359118.0,1144287,12901623.0,2472577,987792.0,1658788,122726.0,4590297,14371259.0,9865949,2007-10-01,290918.62055302714,193308.5268955286,519927.5675101541
2007,10,TO,46675.0,27945,289567.0,35012,29570.0,19781,2332.0,11383,368144.0,94121,2007-10-01,290918.62055302714,193308.5268955286,519927.5675101541
2007,11,AC,25283.0,14803,123364.0,20756,13676.0,10364,745.0,2608,163068.0,48531,2007-11-01,292049.6000817344,193930.2740730443,520126.6465009226
2007,11,AL,18145.0,63292,702270.0,66427,47350.0,40390,2664.0,167362,770429.0,337471,2007-11-01,292049.6000817344,193930.2740730443,520126.6465009226
2007,11,AM,20863.0,64757,552284.0,100730,55123.0,67081,3303.0,143454,631573.0,376022,2007-11-01,292049.6000817344,193930.2740730443,520126.6465009226
2007,11,AP,2740.0,14605,120205.0,23866,12047.0,11227,551.0,4419,135543.0,54117,2007-11-01,292049.6000817344,193930.2740730443,520126.6465009226
2007,11,BA,251540.0,285754,3615261.0,339018,280645.0,206623,19624.0,889659,4167070.0,1721054,2007-11-01,292049.6000817344,193930.2740730443,520126.6465009226
2007,11,CE,298396.0,156830,2029190.0,200388,146255.0,116767,6032.0,179462,2479873.0,653447,2007-11-01,292049.6000817344,193930.2740730443,520126.6465009226
2007,11,DF,13268.0,101491,670778.0,146349,78284.0,116077,1484.0,42889,763814.0,406806,2007-11-01,292049.6000817344,193930.2740730443,520126.6465009226
2007,11,ES,154546.0,122781,903714.0,142796,98379.0,114151,11577.0,372105,1168216.0,751833,2007-11-01,292049.6000817344,193930.2740730443,520126.6465009226
2007,11,GO,168922.0,175982,1725076.0,234063,166791.0,124089,12421.0,222847,2073210.0,756981,2007-11-01,292049.6000817344,193930.2740730443,520126.6465009226
2007,11,MA,65382.0,70973,1253024.0,124615,103283.0,56868,9374.0,662831,1431063.0,915287,2007-11-01,292049.6000817344,193930.2740730443,520126.6465009226
2007,11,MG,682931.0,489679,5531470.0,631943,598675.0,393521,77935.0,2819262,6891011.0,4334405,2007-11-01,292049.6000817344,193930.2740730443,520126.6465009226
2007,11,MS,80151.0,77901,607805.0,87727,59271.0,57993,4353.0,80791,751580.0,304412,2007-11-01,292049.6000817344,193930.2740730443,520126.6465009226
2007,11,MT,97916.0,89408,690586.0,123135,72271.0,82424,13502.0,114853,874275.0,409820,2007-11-01,292049.6000817344,193930.2740730443,520126.6465009226
2007,11,PA,94676.0,94215,1268662.0,171958,125777.0,100187,4091.0,872630,1493206.0,1238990,2007-11-01,292049.6000817344,193930.2740730443,520126.6465009226
2007,11,PB,96024.0,66528,938783.0,85450,77498.0,44319,4806.0,109681,1117111.0,305978,2007-11-01,292049.6000817344,193930.2740730443,520126.6465009226
