date,country,population,total,one_shot,one_shot_perc,two_shots,two_shots_perc,three_shots,three_shots_perc,day,month
2021-05-18,Colombia,51874028,7718287,4759397,0.0917,2958890,0.057,,,18,5
2021-05-19,Colombia,51874028,7862802,4861546,0.0937,3001256,0.0579,,,19,5
2021-05-20,Colombia,51874028,8008919,4959877,0.0956,3049042,0.0588,,,20,5
2021-05-21,Colombia,51874028,,,,,,,,21,5
2021-05-22,Colombia,51874028,8235482,5126062,0.0988,3109420,0.0599,,,22,5
2021-05-23,Colombia,51874028,8304265,5176752,0.0998,3127513,0.0603,,,23,5
2021-05-24,Colombia,51874028,8425588,5278110,0.1017,3147478,0.0607,,,24,5
2021-05-25,Colombia,51874028,8613236,5439630,0.1049,3173606,0.0612,,,25,5
2021-05-26,Colombia,51874028,8842360,5646512,0.1089,3195848,0.0616,,,26,5
2021-05-27,Colombia,51874028,,,,,,,,27,5
2021-05-28,Colombia,51874028,,,,,,,,28,5
2021-05-29,Colombia,51874028,9661266,6399229,0.1234,3262037,0.0629,,,29,5
2021-05-30,Colombia,51874028,9825772,6551917,0.1263,3273855,0.0631,,,30,5
2021-05-31,Colombia,51874028,10092122,6798875,0.1311,3293247,0.0635,,,31,5
2021-06-01,Colombia,51874028,10382967,7068568,0.1363,3314399,0.0639,,,1,6
2021-06-02,Colombia,51874028,10697683,7359045,0.1419,3338638,0.0644,,,2,6
2021-06-03,Colombia,51874028,10979983,7610719,0.1467,3369264,0.065,,,3,6
2021-06-04,Colombia,51874028,11244592,7841655,0.1512,3402937,0.0656,,,4,6
2021-06-05,Colombia,51874028,11485904,8053098,0.1552,3432806,0.0662,,,5,6
2021-06-06,Colombia,51874028,11615265,8164744,0.1574,3450521,0.0665,,,6,6
2021-06-07,Colombia,51874028,11733523,8262316,0.1593,3471207,0.0669,,,7,6
2021-06-08,Colombia,51874028,11977805,8442704,0.1628,3535101,0.0681,,,8,6
2021-06-09,Colombia,51874028,12206104,8612065,0.166,3594039,0.0693,,,9,6
2021-06-10,Colombia,51874028,,,,,,,,10,6
2021-06-11,Colombia,51874028,12711342,8975790,0.173,3735552,0.072,,,11,6
2021-06-12,Colombia,51874028,12917941,9117737,0.1758,3800204,0.0733,,,12,6
2021-06-13,Colombia,51874028,13024786,9194373,0.1772,3830413,0.0738,,,13,6
2021-06-14,Colombia,51874028,13167044,9291221,0.1791,3875823,0.0747,,,14,6
2021-06-15,Colombia,51874028,,,,,,,,15,6
2021-06-16,Colombia,51874028,,,,,,,,16,6
2021-06-17,Colombia,51874028,14062307,9736151,0.1877,4326156,0.0834,,,17,6
2021-06-18,Colombia,51874028,,,,,,,,18,6
2021-06-19,Colombia,51874028,14727526,10071423,0.1942,4656103,0.0898,,,19,6
2021-06-20,Colombia,51874028,14953869,10172100,0.1961,4781769,0.0922,,,20,6
2021-06-21,Colombia,51874028,15298930,10321140,0.199,4977790,0.096,,,21,6
2021-06-22,Colombia,51874028,15682435,10493152,0.2023,5189283,0.1,,,22,6
2021-06-23,Colombia,51874028,16038817,10657628,0.2055,5381189,0.1037,,,23,6
2021-06-24,Colombia,51874028,16365857,10799201,0.2082,5566656,0.1073,,,24,6
2021-06-25,Colombia,51874028,16693732,10936234,0.2108,5757498,0.111,,,25,6
2021-06-26,Colombia,51874028,17024426,11076086,0.2135,5948340,0.1147,,,26,6
2021-06-27,Colombia,51874028,17227818,11128130,0.2145,6137238,0.1183,,,27,6
2021-06-28,Colombia,51874028,17570929,11187507,0.2157,6383422,0.1231,,,28,6
2021-06-29,Colombia,51874028,17941952,11375190,0.2193,6654730,0.1283,,,29,6
2021-06-30,Colombia,51874028,18281743,11518988,0.2221,6896325,0.1329,,,30,6
2021-07-01,Colombia,51874028,18578199,11644777,0.2245,7101383,0.1369,,,1,7
2021-07-02,Colombia,51874028,18857607,11760312,0.2267,7292768,0.1406,,,2,7
2021-07-03,Colombia,51874028,19115730,11902048,0.2294,7436866,0.1434,,,3,7
2021-07-04,Colombia,51874028,19264851,11982415,0.231,7522208,0.145,,,4,7
2021-07-05,Colombia,51874028,19436143,12084403,0.233,7624099,0.147,,,5,7
2021-07-06,Colombia,51874028,,,,,,,,6,7
2021-07-07,Colombia,51874028,20198661,12547379,0.2419,8060751,0.1554,,,7,7
2021-07-08,Colombia,51874028,,,,,,,,8,7
2021-07-09,Colombia,51874028,,,,,,,,9,7
2021-07-10,Colombia,51874028,20605186,12840321,0.2475,8305787,0.1601,,,10,7
2021-07-11,Colombia,51874028,21641395,13568786,0.2616,8992264,0.1733,,,11,7
2021-07-12,Colombia,51874028,21911121,13777447,0.2656,9178479,0.1769,,,12,7
2021-07-13,Colombia,51874028,,,,,,,,13,7
2021-07-14,Colombia,51874028,22624568,14324220,0.2761,9631722,0.1857,,,14,7
2021-07-15,Colombia,51874028,22942717,14563313,0.2807,9876044,0.1904,,,15,7
2021-07-16,Colombia,51874028,,,,,,,,16,7
2021-07-17,Colombia,51874028,23486275,14963437,0.2885,10255069,0.1977,,,17,7
2021-07-18,Colombia,51874028,23631963,15080813,0.2907,10340378,0.1993,,,18,7
2021-07-19,Colombia,51874028,23832572,15223093,0.2935,10475982,0.202,,,19,7
2021-07-20,Colombia,51874028,24000509,15345959,0.2958,10556284,0.2035,,,20,7
2021-07-21,Colombia,51874028,,,,,,,,21,7
2021-07-22,Colombia,51874028,24535783,15672550,0.3021,10889063,0.2099,,,22,7
2021-07-23,Colombia,51874028,24826407,15877781,0.3061,11042971,0.2129,,,23,7
2021-07-24,Colombia,51874028,,,,,,,,24,7
2021-07-25,Colombia,51874028,25352932,16246476,0.3132,11317608,0.2182,,,25,7
2021-07-26,Colombia,51874028,25641086,16455361,0.3172,11457631,0.2209,,,26,7
2021-07-27,Colombia,51874028,,,,,,,,27,7
2021-07-28,Colombia,51874028,26186714,16794653,0.3238,11759641,0.2267,,,28,7
2021-07-29,Colombia,51874028,26515327,17032633,0.3283,11892153,0.2293,,,29,7
2021-07-30,Colombia,51874028,,,,,,,,30,7
2021-07-31,Colombia,51874028,27524377,17801838,0.3432,12179103,0.2348,,,31,7
2021-08-01,Colombia,51874028,27751197,17962012,0.3463,12252821,0.2362,,,1,8
2021-08-02,Colombia,51874028,28152320,18256040,0.3519,12377173,0.2386,,,2,8
2021-08-03,Colombia,51874028,28608522,18567543,0.3579,12542092,0.2418,,,3,8
2021-08-04,Colombia,51874028,29013935,18830027,0.363,12700513,0.2448,,,4,8
2021-08-05,Colombia,51874028,29416582,19092805,0.3681,12854659,0.2478,,,5,8
2021-08-06,Colombia,51874028,,,,,,,,6,8
2021-08-07,Colombia,51874028,30244618,19634688,0.3785,13182770,0.2541,,,7,8
2021-08-08,Colombia,51874028,30379000,19734349,0.3804,13220870,0.2549,,,8,8
2021-08-09,Colombia,51874028,30639657,19913442,0.3839,13313500,0.2567,,,9,8
2021-08-10,Colombia,51874028,30883739,20079481,0.3871,13403370,0.2584,,,10,8
2021-08-11,Colombia,51874028,31149291,20261745,0.3906,13504623,0.2603,,,11,8
2021-08-12,Colombia,51874028,31376085,20413695,0.3935,13590141,0.262,,,12,8
2021-08-13,Colombia,51874028,31553173,20517506,0.3955,13676098,0.2636,,,13,8
2021-08-14,Colombia,51874028,31769498,20669967,0.3985,13749209,0.265,,,14,8
2021-08-15,Colombia,51874028,31865446,20744167,0.3999,13775599,0.2656,,,15,8
2021-08-16,Colombia,51874028,,,,,,,,16,8
2021-08-17,Colombia,51874028,32192874,20978540,0.4044,13880688,0.2676,,,17,8
2021-08-18,Colombia,51874028,32463196,21179816,0.4083,13958104,0.2691,,,18,8
2021-08-19,Colombia,51874028,32741710,21371871,0.412,14052941,0.2709,,,19,8
2021-08-20,Colombia,51874028,33005580,21549430,0.4154,14157111,0.2729,,,20,8
2021-08-21,Colombia,51874028,33255471,21753014,0.4193,14208967,0.2739,,,21,8
2021-08-22,Colombia,51874028,33405365,21864127,0.4215,14250028,0.2747,,,22,8
2021-08-23,Colombia,51874028,33696899,22095795,0.426,14323100,0.2761,,,23,8
2021-08-24,Colombia,51874028,33963461,22301932,0.4299,14390587,0.2774,,,24,8
2021-08-25,Colombia,51874028,34247170,22531555,0.4344,14448771,0.2785,,,25,8
2021-08-26,Colombia,51874028,,,,,,,,26,8
2021-08-27,Colombia,51874028,34805950,22978676,0.443,14592150,0.2813,,,27,8
2021-08-28,Colombia,51874028,35071950,23201104,0.4473,14639269,0.2822,,,28,8
2021-08-29,Colombia,51874028,35172185,23288536,0.4489,14653162,0.2825,,,29,8
2021-08-30,Colombia,51874028,35355619,23443209,0.4519,14685797,0.2831,,,30,8
2021-08-31,Colombia,51874028,35546165,23600147,0.455,14722990,0.2838,,,31,8
2021-09-01,Colombia,51874028,,,,,,,,1,9
2021-09-02,Colombia,51874028,35750492,23760584,0.458,14771114,0.2847,,,2,9
2021-09-03,Colombia,51874028,36090729,24004709,0.4628,14873013,0.2867,,,3,9
2021-09-04,Colombia,51874028,36235580,24111434,0.4648,14912159,0.2875,,,4,9
2021-09-05,Colombia,51874028,,,,,,,,5,9
2021-09-06,Colombia,51874028,,,,,,,,6,9
2021-09-07,Colombia,51874028,,,,,,,,7,9
2021-09-08,Colombia,51874028,,,,,,,,8,9
2021-09-09,Colombia,51874028,37034145,24260079,0.4677,15572631,0.3002,,,9,9
2021-09-10,Colombia,51874028,37346540,24434265,0.471,15712902,0.3029,,,10,9
2021-09-11,Colombia,51874028,,,,,,,,11,9
2021-09-12,Colombia,51874028,37444197,24499752,0.4723,15746173,0.3035,,,12,9
2021-09-13,Colombia,51874028,37627506,24613353,0.4745,15817661,0.3049,,,13,9
2021-09-14,Colombia,51874028,37830713,24733487,0.4768,15902438,0.3066,,,14,9
2021-09-15,Colombia,51874028,38002826,24841106,0.4789,15968154,0.3078,,,15,9
2021-09-16,Colombia,51874028,,,,,,,,16,9
2021-09-17,Colombia,51874028,38331643,25043592,0.4828,16096455,0.3103,,,17,9
2021-09-18,Colombia,51874028,38442061,25114159,0.4841,16137068,0.3111,,,18,9
2021-09-19,Colombia,51874028,38516606,25166351,0.4851,16159636,0.3115,,,19,9
2021-09-20,Colombia,51874028,38683134,25270271,0.4871,16223761,0.3128,,,20,9
2021-09-21,Colombia,51874028,,,,,,,,21,9
2021-09-22,Colombia,51874028,39057913,25518294,0.4919,16353229,0.3152,,,22,9
2021-09-23,Colombia,51874028,39270198,25662320,0.4947,16423702,0.3166,,,23,9
2021-09-24,Colombia,51874028,,,,,,,,24,9
2021-09-25,Colombia,51874028,39610550,25888829,0.4991,16538611,0.3188,,,25,9
2021-09-26,Colombia,51874028,39913294,26048698,0.5022,16684339,0.3216,,,26,9
2021-09-27,Colombia,51874028,40168278,26194283,0.505,16811660,0.3241,,,27,9
2021-09-28,Colombia,51874028,,,,,,,,28,9
2021-09-29,Colombia,51874028,40404815,26332902,0.5076,16929789,0.3264,,,29,9
2021-09-30,Colombia,51874028,,,,,,,,30,9
2021-10-01,Colombia,51874028,41097797,26862638,0.5178,17207121,0.3317,,,1,10
2021-10-02,Colombia,51874028,,,,,,,,2,10
2021-10-03,Colombia,51874028,,,,,,,,3,10
2021-10-04,Colombia,51874028,41524918,27149994,0.5234,17494197,0.3372,,,4,10
2021-10-05,Colombia,51874028,,,,,,,,5,10
2021-10-06,Colombia,51874028,42039612,27436244,0.5289,17865559,0.3444,,,6,10
2021-10-07,Colombia,51874028,42349272,27587609,0.5318,18096506,0.3489,,,7,10
2021-10-08,Colombia,51874028,42634897,27722308,0.5344,18308930,0.3529,,,8,10
2021-10-09,Colombia,51874028,42885532,27832514,0.5365,18501504,0.3567,,,9,10
2021-10-10,Colombia,51874028,43007509,27885125,0.5376,18593793,0.3584,,,10,10
2021-10-11,Colombia,51874028,43315450,28016960,0.5401,18815492,0.3627,,,11,10
2021-10-12,Colombia,51874028,43608145,28166163,0.543,19007794,0.3664,,,12,10
2021-10-13,Colombia,51874028,43881718,28300881,0.5456,19199704,0.3701,,,13,10
2021-10-14,Colombia,51874028,44137117,28433989,0.5481,19370919,0.3734,,,14,10
2021-10-15,Colombia,51874028,44350661,28647533,0.5523,19370919,0.3734,,,15,10
2021-10-16,Colombia,51874028,,,,,,,,16,10
2021-10-17,Colombia,51874028,44660557,28697781,0.5532,19724680,0.3802,,,17,10
2021-10-18,Colombia,51874028,44731300,28731719,0.5539,19773196,0.3812,,,18,10
2021-10-19,Colombia,51874028,,,,,,,,19,10
2021-10-20,Colombia,51874028,,,,,,,,20,10
2021-10-21,Colombia,51874028,,,,,,,,21,10
2021-10-22,Colombia,51874028,45687674,29231578,0.5635,20375431,0.3928,,,22,10
2021-10-23,Colombia,51874028,45879607,29331273,0.5654,20498474,0.3952,,,23,10
2021-10-24,Colombia,51874028,46007541,29387056,0.5665,20586698,0.3969,,,24,10
2021-10-25,Colombia,51874028,46222565,29510179,0.5689,20720822,0.3994,,,25,10
2021-10-26,Colombia,51874028,46454693,29639006,0.5714,20859742,0.4021,,,26,10
2021-10-27,Colombia,51874028,46698321,29772400,0.5739,21005191,0.4049,,,27,10
2021-10-28,Colombia,51874028,46928624,29899710,0.5764,21141526,0.4076,,,28,10
2021-10-29,Colombia,51874028,,,,,,,,29,10
2021-10-30,Colombia,51874028,47286478,30087518,0.58,21356231,0.4117,,,30,10
2021-10-31,Colombia,51874028,47404063,30172182,0.5816,21398743,0.4125,,,31,10
2021-11-01,Colombia,51874028,,,,,,,,1,11
2021-11-02,Colombia,51874028,47766011,,,21561295,0.4156,,,2,11
2021-11-03,Colombia,51874028,48061615,,,21682604,0.418,,,3,11
2021-11-04,Colombia,51874028,48398765,,,21813816,0.4205,,,4,11
2021-11-05,Colombia,51874028,,,,,,,,5,11
2021-11-06,Colombia,51874028,49123580,,,22069693,0.4254,,,6,11
2021-11-07,Colombia,51874028,49342027,,,22140469,0.4268,,,7,11
2021-11-08,Colombia,51874028,49708227,,,22249865,0.4289,,,8,11
2021-11-09,Colombia,51874028,,,,,,,,9,11
2021-11-10,Colombia,51874028,50537341,,,22501438,0.4338,,,10,11
2021-11-11,Colombia,51874028,50914404,,,22626221,0.4362,,,11,11
2021-11-12,Colombia,51874028,51316129,,,22759122,0.4387,,,12,11
2021-11-13,Colombia,51874028,,,,,,,,13,11
2021-11-14,Colombia,51874028,51821798,,,22940295,0.4422,,,14,11
2021-11-15,Colombia,51874028,51955048,,,22989636,0.4432,,,15,11
2021-11-16,Colombia,51874028,52322683,,,23115023,0.4456,,,16,11
2021-11-17,Colombia,51874028,52756342,,,23262045,0.4484,,,17,11
2021-11-18,Colombia,51874028,53179680,,,23405714,0.4512,,,18,11
2021-11-19,Colombia,51874028,53606557,,,23544341,0.4539,,,19,11
2021-11-20,Colombia,51874028,53986327,,,23663901,0.4562,,,20,11
2021-11-21,Colombia,51874028,54179166,,,23722622,0.4573,,,21,11
2021-11-22,Colombia,51874028,54578363,,,23848604,0.4597,,,22,11
2021-11-23,Colombia,51874028,54982453,,,23968195,0.462,,,23,11
2021-11-24,Colombia,51874028,55391614,,,24089350,0.4644,,,24,11
2021-11-25,Colombia,51874028,,,,,,,,25,11
2021-11-26,Colombia,51874028,56199245,,,24331295,0.469,,,26,11
2021-11-27,Colombia,51874028,56518538,,,24420606,0.4708,,,27,11
2021-11-28,Colombia,51874028,56705122,,,24478676,0.4719,,,28,11
2021-11-29,Colombia,51874028,57087983,,,24597537,0.4742,,,29,11
2021-11-30,Colombia,51874028,57521265,,,24744249,0.477,,,30,11
2021-12-01,Colombia,51874028,58251973,,,25028663,0.4825,,,1,12
2021-12-02,Colombia,51874028,,,,,,,,2,12
2021-12-03,Colombia,51874028,58590490,,,25168977,0.4852,,,3,12
2021-12-04,Colombia,51874028,,,,,,,,4,12
2021-12-05,Colombia,51874028,59045186,,,25373204,0.4891,,,5,12
2021-12-06,Colombia,51874028,59350713,,,25520817,0.492,,,6,12
2021-12-07,Colombia,51874028,59615178,,,25649090,0.4944,,,7,12
2021-12-08,Colombia,51874028,,,,,,,,8,12
2021-12-09,Colombia,51874028,60040692,,,25863264,0.4986,,,9,12
2021-12-10,Colombia,51874028,60385993,,,26041149,0.502,,,10,12
2021-12-11,Colombia,51874028,60630010,,,26168206,0.5045,,,11,12
2021-12-12,Colombia,51874028,60782329,,,26245302,0.5059,,,12,12
2021-12-13,Colombia,51874028,61087947,,,26397923,0.5089,,,13,12
2021-12-14,Colombia,51874028,61405812,,,26563983,0.5121,,,14,12
2021-12-15,Colombia,51874028,61722515,,,26737024,0.5154,,,15,12
2021-12-16,Colombia,51874028,,,,,,,,16,12
2021-12-17,Colombia,51874028,62316814,,,27077680,0.522,,,17,12
2021-12-18,Colombia,51874028,62523818,37836418,0.7294,27199605,0.5243,2677561,0.0516,18,12
2021-12-19,Colombia,51874028,62637834,37866509,0.73,27266477,0.5256,2701928,0.0521,19,12
2021-12-20,Colombia,51874028,,,,,,,,20,12
2021-12-21,Colombia,51874028,,,,,,,,21,12
2021-12-22,Colombia,51874028,63453700,38067694,0.7338,27724189,0.5345,2906051,0.056,22,12
2021-12-23,Colombia,51874028,,,,,,,,23,12
2021-12-24,Colombia,51874028,63706515,38128577,0.735,27850680,0.5369,2985834,0.0576,24,12
2021-12-25,Colombia,51874028,,,,,,,,25,12
2021-12-26,Colombia,51874028,63753706,38140578,0.7353,27874207,0.5373,3000665,0.0578,26,12
2021-12-27,Colombia,51874028,63992507,38194138,0.7363,27992589,0.5396,3081896,0.0594,27,12
2021-12-28,Colombia,51874028,,,,,,,,28,12
2021-12-29,Colombia,51874028,64449062,38295873,0.7382,28213115,0.5439,3240030,0.0625,29,12
2021-12-30,Colombia,51874028,64634652,38340760,0.7391,28297817,0.5455,3305086,0.0637,30,12
2021-12-31,Colombia,51874028,64690489,38353097,0.7394,28323837,0.546,3324832,0.0641,31,12
2021-01-01,France,67813000,3826,3822,0.0001,4,0.0,,,1,1
2021-01-02,France,67813000,4200,4192,0.0001,8,0.0,,,2,1
2021-01-03,France,67813000,4619,4611,0.0001,8,0.0,,,3,1
2021-01-04,France,67813000,6776,6763,0.0001,13,0.0,,,4,1
2021-01-05,France,67813000,14576,14557,0.0002,19,0.0,,,5,1
2021-01-06,France,67813000,27090,27048,0.0004,42,0.0,,,6,1
2021-01-07,France,67813000,56596,56529,0.0008,67,0.0,,,7,1
2021-01-08,France,67813000,93802,93699,0.0014,103,0.0,,,8,1
2021-01-09,France,67813000,105032,104920,0.0015,112,0.0,,,9,1
2021-01-10,France,67813000,111057,110937,0.0016,120,0.0,,,10,1
2021-01-11,France,67813000,151052,150893,0.0022,159,0.0,,,11,1
2021-01-12,France,67813000,213249,213059,0.0031,190,0.0,,,12,1
2021-01-13,France,67813000,278462,278209,0.0041,253,0.0,,,13,1
2021-01-14,France,67813000,361834,361318,0.0053,516,0.0,,,14,1
2021-01-15,France,67813000,430978,430358,0.0063,619,0.0,1,0.0,15,1
2021-01-16,France,67813000,451270,450577,0.0066,692,0.0,1,0.0,16,1
2021-01-17,France,67813000,462317,461570,0.0068,746,0.0,1,0.0,17,1
2021-01-18,France,67813000,548420,547494,0.0081,925,0.0,1,0.0,18,1
2021-01-19,France,67813000,679247,678110,0.01,1136,0.0,1,0.0,19,1
2021-01-20,France,67813000,817022,815688,0.012,1333,0.0,1,0.0,20,1
2021-01-21,France,67813000,975662,974123,0.0144,1538,0.0,1,0.0,21,1
2021-01-22,France,67813000,1097012,1095214,0.0162,1797,0.0,1,0.0,22,1
2021-01-23,France,67813000,1135592,1133708,0.0167,1883,0.0,1,0.0,23,1
2021-01-24,France,67813000,1145475,1143460,0.0169,2014,0.0,1,0.0,24,1
2021-01-25,France,67813000,1225190,1221717,0.018,3472,0.0001,1,0.0,25,1
2021-01-26,France,67813000,1329305,1322118,0.0195,7185,0.0001,2,0.0,26,1
2021-01-27,France,67813000,1443018,1429384,0.0211,13632,0.0002,2,0.0,27,1
2021-01-28,France,67813000,1583830,1553768,0.0229,30060,0.0004,2,0.0,28,1
2021-01-29,France,67813000,1694850,1645979,0.0243,48869,0.0007,2,0.0,29,1
2021-01-30,France,67813000,1728519,1675107,0.0247,53410,0.0008,2,0.0,30,1
2021-01-31,France,67813000,1735660,1680348,0.0248,55310,0.0008,2,0.0,31,1
2021-02-01,France,67813000,1811907,1733508,0.0256,78397,0.0012,2,0.0,1,2
2021-02-02,France,67813000,1922473,1805847,0.0266,116624,0.0017,2,0.0,2,2
2021-02-03,France,67813000,2035123,1878176,0.0277,156945,0.0023,2,0.0,3,2
2021-02-04,France,67813000,2172395,1960276,0.0289,212117,0.0031,2,0.0,4,2
2021-02-05,France,67813000,2288909,2028528,0.0299,260379,0.0038,2,0.0,5,2
2021-02-06,France,67813000,2323291,2051476,0.0303,271813,0.004,2,0.0,6,2
2021-02-07,France,67813000,2334574,2056671,0.0303,277901,0.0041,2,0.0,7,2
2021-02-08,France,67813000,2430261,2103528,0.031,326731,0.0048,2,0.0,8,2
2021-02-09,France,67813000,2574825,2169579,0.032,405244,0.006,2,0.0,9,2
2021-02-10,France,67813000,2729446,2240628,0.033,488816,0.0072,2,0.0,10,2
2021-02-11,France,67813000,2922541,2327937,0.0343,594602,0.0088,2,0.0,11,2
2021-02-12,France,67813000,3078003,2407295,0.0355,670706,0.0099,2,0.0,12,2
2021-02-13,France,67813000,3119925,2429686,0.0358,690237,0.0102,2,0.0,13,2
2021-02-14,France,67813000,3132330,2434766,0.0359,697562,0.0103,2,0.0,14,2
2021-02-15,France,67813000,3247262,2472898,0.0365,774362,0.0114,2,0.0,15,2
2021-02-16,France,67813000,3397359,2523318,0.0372,874039,0.0129,2,0.0,16,2
2021-02-17,France,67813000,3554893,2573879,0.038,980992,0.0145,22,0.0,17,2
2021-02-18,France,67813000,3748505,2643693,0.039,1104790,0.0163,22,0.0,18,2
2021-02-19,France,67813000,3905936,2708786,0.0399,1197127,0.0177,23,0.0,19,2
2021-02-20,France,67813000,3953081,2727388,0.0402,1225670,0.0181,23,0.0,20,2
2021-02-21,France,67813000,3962454,2730723,0.0403,1231708,0.0182,23,0.0,21,2
2021-02-22,France,67813000,4073124,2768235,0.0408,1304864,0.0192,25,0.0,22,2
2021-02-23,France,67813000,4212255,2822037,0.0416,1390192,0.0205,26,0.0,23,2
2021-02-24,France,67813000,4355254,2882076,0.0425,1473151,0.0217,27,0.0,24,2
2021-02-25,France,67813000,4547066,2982690,0.044,1564348,0.0231,28,0.0,25,2
2021-02-26,France,67813000,4731310,3096182,0.0457,1635099,0.0241,29,0.0,26,2
2021-02-27,France,67813000,4805882,3148313,0.0464,1657539,0.0244,30,0.0,27,2
2021-02-28,France,67813000,4816197,3154522,0.0465,1661643,0.0245,32,0.0,28,2
2021-03-01,France,67813000,4936219,3220468,0.0475,1715718,0.0253,33,0.0,1,3
2021-03-02,France,67813000,5104821,3321885,0.049,1782900,0.0263,36,0.0,2,3
2021-03-03,France,67813000,5286872,3438452,0.0507,1848384,0.0273,36,0.0,3,3
2021-03-04,France,67813000,5523188,3602116,0.0531,1921033,0.0283,39,0.0,4,3
2021-03-05,France,67813000,5786855,3803078,0.0561,1983735,0.0293,42,0.0,5,3
2021-03-06,France,67813000,6012331,4011073,0.0591,2001213,0.0295,45,0.0,6,3
2021-03-07,France,67813000,6137588,4132366,0.0609,2005176,0.0296,46,0.0,7,3
2021-03-08,France,67813000,6294312,4239546,0.0625,2054718,0.0303,48,0.0,8,3
2021-03-09,France,67813000,6522829,4412035,0.0651,2110744,0.0311,50,0.0,9,3
2021-03-10,France,67813000,6758939,4591079,0.0677,2167805,0.032,55,0.0,10,3
2021-03-11,France,67813000,7065919,4834013,0.0713,2231849,0.0329,57,0.0,11,3
2021-03-12,France,67813000,7414156,5128889,0.0756,2285209,0.0337,58,0.0,12,3
2021-03-13,France,67813000,7660864,5360333,0.079,2300472,0.0339,59,0.0,13,3
2021-03-14,France,67813000,7727262,5423698,0.08,2303504,0.034,60,0.0,14,3
2021-03-15,France,67813000,7917449,5582399,0.0823,2334987,0.0344,63,0.0,15,3
2021-03-16,France,67813000,8097868,5723998,0.0844,2373801,0.035,69,0.0,16,3
2021-03-17,France,67813000,8285972,5874517,0.0866,2411382,0.0356,73,0.0,17,3
2021-03-18,France,67813000,8498171,6042390,0.0891,2455703,0.0362,78,0.0,18,3
2021-03-19,France,67813000,8764976,6272447,0.0925,2492449,0.0368,80,0.0,19,3
2021-03-20,France,67813000,8943082,6439168,0.095,2503833,0.0369,81,0.0,20,3
2021-03-21,France,67813000,8995171,6489128,0.0957,2505961,0.037,82,0.0,21,3
2021-03-22,France,67813000,9198790,6659213,0.0982,2539493,0.0374,84,0.0,22,3
2021-03-23,France,67813000,9491595,6909655,0.1019,2581855,0.0381,85,0.0,23,3
2021-03-24,France,67813000,9792144,7166608,0.1057,2625451,0.0387,85,0.0,24,3
2021-03-25,France,67813000,10179318,7508485,0.1107,2670743,0.0394,90,0.0,25,3
2021-03-26,France,67813000,10579964,7867336,0.116,2712532,0.04,96,0.0,26,3
2021-03-27,France,67813000,10792216,8062633,0.1189,2729486,0.0403,97,0.0,27,3
2021-03-28,France,67813000,10856167,8121994,0.1198,2734073,0.0403,100,0.0,28,3
2021-03-29,France,67813000,11112588,8325022,0.1228,2787462,0.0411,104,0.0,29,3
2021-03-30,France,67813000,11468184,8610572,0.127,2857503,0.0421,109,0.0,30,3
2021-03-31,France,67813000,11805333,8873655,0.1309,2931565,0.0432,113,0.0,31,3
2021-04-01,France,67813000,12213757,9189241,0.1355,3024392,0.0446,124,0.0,1,4
2021-04-02,France,67813000,12589967,9470626,0.1397,3119210,0.046,131,0.0,2,4
2021-04-03,France,67813000,12793691,9611723,0.1417,3181831,0.0469,137,0.0,3,4
2021-04-04,France,67813000,12859267,9658275,0.1424,3200853,0.0472,139,0.0,4,4
2021-04-05,France,67813000,12933053,9721648,0.1434,3211255,0.0474,150,0.0,5,4
2021-04-06,France,67813000,13263503,9938924,0.1466,3324412,0.049,167,0.0,6,4
2021-04-07,France,67813000,13639137,10199249,0.1504,3439704,0.0507,184,0.0,7,4
2021-04-08,France,67813000,14100301,10537166,0.1554,3562936,0.0525,199,0.0,8,4
2021-04-09,France,67813000,14627478,10947411,0.1614,3679818,0.0543,249,0.0,9,4
2021-04-10,France,67813000,14923037,11160077,0.1646,3762696,0.0555,264,0.0,10,4
2021-04-11,France,67813000,15013385,11216239,0.1654,3796875,0.056,271,0.0,11,4
2021-04-12,France,67813000,15366392,11453369,0.1689,3912706,0.0577,317,0.0,12,4
2021-04-13,France,67813000,15820199,11762927,0.1735,4056856,0.0598,416,0.0,13,4
2021-04-14,France,67813000,16254890,12057536,0.1778,4196723,0.0619,631,0.0,14,4
2021-04-15,France,67813000,16742991,12394741,0.1828,4347279,0.0641,971,0.0,15,4
2021-04-16,France,67813000,17229749,12734103,0.1878,4494321,0.0663,1325,0.0,16,4
2021-04-17,France,67813000,17508530,12922792,0.1906,4584304,0.0676,1434,0.0,17,4
2021-04-18,France,67813000,17595682,12974437,0.1913,4619763,0.0681,1482,0.0,18,4
2021-04-19,France,67813000,17940195,13180189,0.1944,4758067,0.0702,1939,0.0,19,4
2021-04-20,France,67813000,18367313,13434686,0.1981,4930119,0.0727,2508,0.0,20,4
2021-04-21,France,67813000,18791745,13688033,0.2018,5100367,0.0752,3345,0.0,21,4
2021-04-22,France,67813000,19270669,13975668,0.2061,5290836,0.078,4165,0.0001,22,4
2021-04-23,France,67813000,19753849,14273352,0.2105,5479243,0.0808,4912,0.0001,23,4
2021-04-24,France,67813000,20056643,14463835,0.2133,5592871,0.0825,5165,0.0001,24,4
2021-04-25,France,67813000,20165134,14533415,0.2143,5631856,0.083,5216,0.0001,25,4
2021-04-26,France,67813000,20545413,14754422,0.2176,5793435,0.0854,5781,0.0001,26,4
